14747,巴基斯坦,-1,1,0,0
14848,科威特,-1,1,0,0
14949,波兰,-1,1,0,0
15050,文莱,-1,1,0,0
15103,攀枝花市,151,1,0,0
15108,遂宁市,151,1,0,0
15109,内江市,151,1,0,0
15112,宜宾市,151,1,0,0
15113,广安市,151,1,0,0
15114,达州市,151,1,0,0
15115,眉山市,151,1,0,0
15116,雅安市,151,1,0,0
15117,巴中市,151,1,0,0
15118,资阳市,151,1,0,0
15119,阿坝州,151,1,0,0
15120,甘孜州,151,1,0,0
15121,凉山州,151,1,0,0
15151,柬埔寨,-1,1,0,0
15205,铜仁地区,152,1,0,0
15207,黔西南州,152,1,0,0
15208,黔东南州,152,1,0,0
15209,黔南州,152,1,0,0
15252,委内瑞拉,-1,1,0,0
15306,昭通市,153,1,0,0
15308,普洱市,153,1,0,0
15309,临沧市,153,1,0,0
15310,文山州,153,1,0,0
15311,红河州,153,1,0,0
15312,西双版纳州,153,1,0,0
15313,楚雄州,153,1,0,0
15314,大理州,153,1,0,0
15315,德宏州,153,1,0,0
15316,怒江州,153,1,0,0
15317,迪庆州,153,1,0,0
15353,俄罗斯,-1,1,0,0
15404,日喀则地区,154,1,0,0
15406,阿里地区,154,1,0,0
15454,智利,-1,1,0,0
15555,马尔代夫,-1,1,0,0
15656,波多黎各,-1,1,0,0
15757,土耳其,-1,1,0,0
15858,老挝,-1,1,0,0
15959,列支敦士登,-1,1,0,0
16060,卢森堡,-1,1,0,0
16110,商洛市,161,1,0,0
16161,阿联酋,-1,1,0,0
16204,白银市,162,1,0,0
16206,武威市,162,1,0,0
16207,张掖市,162,1,0,0
16208,平凉市,162,1,0,0
16210,庆阳市,162,1,0,0
16211,定西市,162,1,0,0
16212,陇南市,162,1,0,0
16213,临夏州,162,1,0,0
16214,甘南州,162,1,0,0
16262,黎嫩,-1,1,0,0
16306,果洛州,163,1,0,0
16307,玉树州,163,1,0,0
16308,海西州,163,1,0,0
16363,尼日利亚,-1,1,0,0
16405,中卫市,164,1,0,0
16464,沙特阿拉伯,-1,1,0,0
16503,吐鲁番地区,165,1,0,0
16504,哈密地区,165,1,0,0
16508,克孜勒苏柯尔克孜自治州,165,1,0,0
16509,巴音郭楞蒙古自治州,165,1,0,0
16511,博尔塔拉蒙古自治州,165,1,0,0
16512,伊犁哈萨克自治州,165,1,0,0
16513,塔城地区,165,1,0,0
16514,阿勒泰地区,165,1,0,0
16516,阿拉尔市,165,1,0,0
16517,图木舒克市,165,1,0,0
16518,五家渠市,165,1,0,0
16565,乌拉圭,-1,1,0,0
16666,南斯拉夫,-1,1,0,0
16767,阿尔及利亚,-1,1,0,0
16868,白俄罗斯,-1,1,0,0
16969,保加利亚,-1,1,0,0
17070,卢旺达,-1,1,0,0
17105,台南市,171,1,0,0
17108,台北县,171,1,0,0
17109,宜兰县,171,0,0,0
17111,新竹县,171,1,0,0
17112,苗栗县,171,1,0,0
17113,台中县,171,1,0,0
17116,云林县,171,1,0,0
17117,嘉义县,171,1,0,0
17118,台南县,171,1,0,0
17119,高雄县,171,1,0,0
17120,屏东县,171,0,0,0
17121,澎湖县,171,0,0,0
17122,台东县,171,0,0,0
17123,花莲县,171,0,0,0
17124,南投市,171,1,0,0
17125,彰化市,171,1,0,0
17171,孟加拉,-1,1,0,0
17272,玻利维亚,-1,1,0,0
17373,喀麦隆,-1,1,0,0
17474,古巴,-1,0,0,0
1110101,东城区,1,1,1,1
1110102,西城区,1,1,1,1
1110103,崇文区,1,1,1,1
1110104,宣武区,1,1,1,1
1110105,朝阳区,1,1,1,1
1110106,丰台区,1,1,1,1
1110107,石景山区,1,1,1,1
1110108,海淀区,1,1,1,1
1110115,怀柔区,1,1,1,1
1110116,平谷区,1,1,1,1
1110117,延庆县,1,1,1,1
1110118,密云县,1,1,1,1
1120101,和平区,14,1,1,1
1120102,河东区,14,1,1,1
1120103,河西区,14,1,1,1
1120104,南开区,14,1,1,1
1120105,河北区,14,1,1,1
1120106,红桥区,14,1,1,1
1120107,塘沽区,14,1,1,1
1120108,汉沽区,14,1,1,1
1120109,大港区,14,1,1,1
1120110,东丽区,14,1,1,1
1120111,西青区,14,1,1,1
1120112,津南区,14,1,1,1
1120113,北辰区,14,1,1,1
1120114,武清区,14,1,1,1
1120115,宝坻区,14,1,1,1
1120116,蓟县,14,1,1,1
1120117,宁河县,14,1,1,1
1120118,静海县,14,1,1,1
1130101,长安区,601,1,1,1
1130102,桥东区,601,1,1,1
1130103,桥西区,601,1,1,1
1130104,新华区,601,1,1,1
1130105,裕华区,601,1,1,1
1130106,井陉矿区,601,1,1,1
1130107,辛集市,601,1,1,1
1130108,藁城市,601,1,1,1
1130109,晋州市,601,1,1,1
1130110,新乐市,601,1,1,1
1130111,鹿泉市,601,1,1,1
1130112,井陉县,601,1,1,1
1130113,正定县,601,1,1,1
1130114,栾城县,601,1,1,1
1130115,行唐县,601,1,0,0
1130116,灵寿县,601,1,0,0
1130117,高邑县,601,1,0,0
1130118,高新技术产业开发区,601,1,1,1
1130119,元氏县,601,1,1,1
1130120,赞皇县,601,1,1,1
1130121,赵县,601,1,1,1
1130122,深泽县,601,1,1,1
1130123,无极县,601,1,1,1
1130124,平山县,601,1,1,1
1130201,路北区,605,1,1,1
1130202,路南区,605,1,1,1
1130203,古冶区,605,1,0,0
1130204,开平区,605,1,1,1
1130205,丰润区,605,1,1,1
1130206,丰南区,605,1,1,1
1130207,遵化市,605,1,0,0
1130208,迁安市,605,1,0,0
1130209,滦县,605,1,0,0
1130210,滦南县,605,1,0,0
1130211,乐亭县,605,1,0,0
1130212,迁西县,605,1,0,0
1130213,玉田县,605,1,0,0
1130214,唐海县,605,1,0,0
1130215,高新区,605,1,1,1
1130301,海港区,604,1,1,1
1130302,山海关区,604,1,1,1
1130303,北戴河区,604,1,1,1
1130304,昌黎县,604,1,0,0
1130305,抚宁县,604,1,0,0
